epoch,learning_rate,loss,val_loss,val_vein_dice,val_vein_iou,vein_dice,vein_iou
0,9.999999747378752e-05,0.3362862169742584,0.5358097553253174,0.0,0.0,0.6713815927505493,0.5486019253730774
1,9.999999747378752e-05,0.2612995207309723,0.4607875645160675,0.4613281190395355,0.3207724690437317,0.8722819685935974,0.7752483487129211
2,9.999999747378752e-05,0.23608693480491638,0.29209354519844055,0.8331297039985657,0.7192108631134033,0.8923128843307495,0.8067787885665894
3,9.999999747378752e-05,0.21318170428276062,0.21747040748596191,0.9095144867897034,0.8346055746078491,0.9064977169036865,0.8298712372779846
4,9.999999747378752e-05,0.19099381566047668,0.20584788918495178,0.8306959867477417,0.7124035954475403,0.9065476059913635,0.8316438794136047
5,9.999999747378752e-05,0.16714508831501007,0.15325075387954712,0.9333674907684326,0.8755736947059631,0.9125357270240784,0.8405523896217346
6,9.999999747378752e-05,0.14171837270259857,0.13013146817684174,0.9343116879463196,0.8771764039993286,0.928801417350769,0.8678980469703674
7,9.999999747378752e-05,0.1188470795750618,0.10768590122461319,0.9398816227912903,0.887116551399231,0.936271607875824,0.8806789517402649
8,9.999999747378752e-05,0.10106442123651505,0.09654820710420609,0.8955655097961426,0.812053918838501,0.9331763982772827,0.8757143616676331
9,9.999999747378752e-05,0.08226295560598373,0.07640929520130157,0.9266138076782227,0.8637619018554688,0.9401448369026184,0.8877343535423279
10,9.999999747378752e-05,0.06767593324184418,0.06767106801271439,0.9498094320297241,0.9047717452049255,0.9394047260284424,0.8866901397705078
11,9.999999747378752e-05,0.054366253316402435,0.05310571566224098,0.9492303133010864,0.9038264155387878,0.9480403065681458,0.9016597270965576
12,9.999999747378752e-05,0.04767785221338272,0.07999101281166077,0.8772255182266235,0.7839031219482422,0.9468075037002563,0.8997132182121277
13,9.999999747378752e-05,0.040473390370607376,0.04319634288549423,0.9529205560684204,0.9104646444320679,0.9503607153892517,0.9057929515838623
14,9.999999747378752e-05,0.03497062250971794,0.0374862402677536,0.9489877223968506,0.9033955335617065,0.9544740319252014,0.9132654666900635
15,9.999999747378752e-05,0.03060026839375496,0.036074064671993256,0.9537912011146545,0.9120848178863525,0.9583457112312317,0.9202319979667664
16,9.999999747378752e-05,0.027375299483537674,0.035050440579652786,0.9536041617393494,0.9117616415023804,0.9606499671936035,0.92445307970047
17,9.999999747378752e-05,0.026465049013495445,0.031945694237947464,0.9376492500305176,0.8831472396850586,0.956694483757019,0.9180922508239746
18,9.999999747378752e-05,0.025091329589486122,0.030336612835526466,0.9530324935913086,0.910717785358429,0.9583338499069214,0.9202979207038879
19,9.999999747378752e-05,0.022262658923864365,0.029523128643631935,0.9516308307647705,0.9081050157546997,0.9624512195587158,0.9278271198272705
20,9.999999747378752e-05,0.02117328532040119,0.030351120978593826,0.9546149969100952,0.9135879874229431,0.9623848795890808,0.9276636242866516
21,9.999999747378752e-05,0.019580017775297165,0.027177374809980392,0.9528546333312988,0.9103946089744568,0.964255690574646,0.931176483631134
22,9.999999747378752e-05,0.01871708407998085,0.027539337053894997,0.9447931051254272,0.8957991003990173,0.9649052023887634,0.9323809146881104
23,9.999999747378752e-05,0.017623819410800934,0.026166148483753204,0.953660249710083,0.9118151664733887,0.9661474823951721,0.9346606135368347
24,9.999999747378752e-05,0.01667649671435356,0.026469888165593147,0.9539505243301392,0.9123898148536682,0.9675740599632263,0.9373142719268799
25,9.999999747378752e-05,0.01563238725066185,0.025873608887195587,0.9560225009918213,0.9161012172698975,0.9693921208381653,0.9407091736793518
26,9.999999747378752e-05,0.01538361981511116,0.026433873921632767,0.9524497985839844,0.9097534418106079,0.9693322777748108,0.9406087398529053
27,9.999999747378752e-05,0.021430853754281998,0.030413558706641197,0.9424810409545898,0.8916918635368347,0.9548569321632385,0.9145365357398987
28,9.999999747378752e-05,0.01681923121213913,0.025103751569986343,0.9518386721611023,0.9088151454925537,0.9645903706550598,0.9317706823348999
29,9.999999747378752e-05,0.016272032633423805,0.02375262789428234,0.9583563208580017,0.9203915596008301,0.9648468494415283,0.9324557185173035
30,9.999999747378752e-05,0.014318999834358692,0.022913940250873566,0.9578021168708801,0.9193150401115417,0.9695379137992859,0.941055953502655
31,9.999999747378752e-05,0.013277636840939522,0.023915192112326622,0.9615090489387512,0.9261859059333801,0.9718660712242126,0.9453946948051453
32,9.999999747378752e-05,0.012824670411646366,0.022585468366742134,0.950661301612854,0.9064618349075317,0.9728359580039978,0.9472207427024841
33,9.999999747378752e-05,0.012585032731294632,0.02165834791958332,0.9608302712440491,0.9249453544616699,0.9729468822479248,0.947437047958374
34,9.999999747378752e-05,0.011832106858491898,0.022205280140042305,0.9596939086914062,0.9228909611701965,0.9745628237724304,0.9504840970039368
35,9.999999747378752e-05,0.011318099685013294,0.02255193702876568,0.9598091244697571,0.9230767488479614,0.975681722164154,0.9526097774505615
36,9.999999747378752e-05,0.011017092503607273,0.02509957365691662,0.9594334363937378,0.9224189519882202,0.9760347008705139,0.953353762626648
37,9.999999747378752e-05,0.010809593833982944,0.023223422467708588,0.958179771900177,0.9200977683067322,0.9765312075614929,0.9541993141174316
38,9.999999747378752e-05,0.010366932488977909,0.024441173300147057,0.9615344405174255,0.9262681603431702,0.9771883487701416,0.9554704427719116
39,9.999999747378752e-05,0.010002164170145988,0.02500193938612938,0.960256040096283,0.9238768219947815,0.9780714511871338,0.9571430683135986
40,4.999999873689376e-05,0.009704927913844585,0.023664124310016632,0.960314154624939,0.9240161180496216,0.9790417551994324,0.959010899066925
41,4.999999873689376e-05,0.009395849891006947,0.022912876680493355,0.9633656144142151,0.9296635389328003,0.9794551730155945,0.9598025679588318
42,4.999999873689376e-05,0.008757182396948338,0.02439321205019951,0.9633650183677673,0.929628312587738,0.9809438586235046,0.9626457095146179
43,4.999999873689376e-05,0.00831693783402443,0.02402784302830696,0.9622253179550171,0.9275126457214355,0.981862485408783,0.9644166231155396
44,4.999999873689376e-05,0.008074957877397537,0.024706032127141953,0.9635133147239685,0.9299130439758301,0.9823064804077148,0.9652624726295471
45,4.999999873689376e-05,0.0077300528064370155,0.024440178647637367,0.9633771181106567,0.9296615719795227,0.9831578731536865,0.9669010043144226
46,4.999999873689376e-05,0.007504087872803211,0.024492215365171432,0.9630385041236877,0.9290409684181213,0.9835113883018494,0.9675810933113098
47,4.999999873689376e-05,0.0076065934263169765,0.024672754108905792,0.963570237159729,0.9300187230110168,0.9832466244697571,0.9670751094818115
48,4.999999873689376e-05,0.007262340281158686,0.026847422122955322,0.9636517763137817,0.9302318096160889,0.9838914275169373,0.9683254957199097
49,4.999999873689376e-05,0.006984969601035118,0.025669006630778313,0.9644946455955505,0.9317325949668884,0.9844515323638916,0.9693940281867981
50,4.999999873689376e-05,0.0069801961071789265,0.02686450630426407,0.963398277759552,0.9296777248382568,0.9842488765716553,0.9690148234367371
51,4.999999873689376e-05,0.006792792119085789,0.02669118344783783,0.962850034236908,0.928695797920227,0.984639585018158,0.9697650074958801
52,4.999999873689376e-05,0.006682663690298796,0.02716226875782013,0.9631722569465637,0.9293156862258911,0.9847812652587891,0.9700353741645813
53,4.999999873689376e-05,0.0064309025183320045,0.02789165824651718,0.9631313681602478,0.9292179942131042,0.9853442907333374,0.9711272120475769
54,4.999999873689376e-05,0.006220337934792042,0.030054671689867973,0.9632816910743713,0.9295463562011719,0.9857956171035767,0.9720075130462646
55,4.999999873689376e-05,0.0061731417663395405,0.02761702798306942,0.9639000296592712,0.9306086301803589,0.9856778383255005,0.9717794060707092
56,4.999999873689376e-05,0.005948320962488651,0.029562287032604218,0.9643654227256775,0.9314979314804077,0.9861535429954529,0.9727090001106262
57,4.999999873689376e-05,0.005887220613658428,0.029273048043251038,0.9631829857826233,0.9293344020843506,0.986220121383667,0.9728432893753052
58,2.499999936844688e-05,0.005287845153361559,0.02851061336696148,0.9641520977020264,0.9310974478721619,0.9876521229743958,0.9756280779838562
59,2.499999936844688e-05,0.004870546516031027,0.03011971525847912,0.9645152688026428,0.9317797422409058,0.9886083602905273,0.9774909615516663
